FirstName, LastName, Quarter, Year, TotalRevenue, RevenueRank
SERGIO, PATEL, 2, 2017, 2049.09814453125, 1331
FRANK, GOMEZ, 2, 2017, 1926.5199897289276, 1373
BETH, MORENO, 2, 2017, 1922.5299897193909, 1374
JERRY, FERRIER, 2, 2017, 1917.9499897956848, 1375
LEE, DOMINGUEZ, 2, 2017, 1861.228393793106, 1376
STANLEY, GARCIA, 2, 2017, 1847.5841908454895, 1377
EDWARD, MILLER, 2, 2017, 1842.873462677002, 1378
DALTON, BRYANT, 2, 2017, 1839.6903882026672, 1379
HENRY, PRASAD, 2, 2017, 1837.9299912452698, 1380
AARON, GONZALES, 2, 2017, 1831.1434898376465, 1381
KRISTIN, CARSON, 2, 2017, 1825.6242904663086, 1382
BRANDY, FERNANDEZ, 2, 2017, 1822.9199912548065, 1383
DANNY, SERRANO, 2, 2017, 1822.2483921051025, 1384
CHARLES, BAKER, 2, 2017, 1821.6142883300781, 1385
IAN, WILLIAMS, 2, 2017, 1821.6142883300781, 1385
LESLIE, NAVARRO, 2, 2017, 1821.6142883300781, 1385
MARIAH, MORGAN, 2, 2017, 1821.5741889476776, 1388
ALEXANDRIA, RICHARDSON, 2, 2017, 1819.701587677002, 1389
EDUARDO, BAKER, 2, 2017, 1814.700388431549, 1390
AIDAN, BENNETT, 2, 2017, 1813.9399914741516, 1391
KYLE, BAKER, 2, 2017, 1812.9399914741516, 1392
IRMA, SHERWOOD, 2, 2017, 1809.9499914646149, 1393
HOLLY, MALHOTRA, 2, 2017, 1809.8825898170471, 1394
BOBBY, SANCHEZ, 2, 2017, 1807.0172901153564, 1395
MIGUEL, PARKER, 2, 2017, 1806.2495880126953, 1396
RYAN, FLORES, 2, 2017, 1802.0761909484863, 1397
ASHLEY, HAYES, 2, 2017, 1802.0761909484863, 1397
REBEKAH, ARTHUR, 2, 2017, 1802.0761909484863, 1397
DARRYL, GUO, 2, 2017, 1802.0761909484863, 1397
ALEXANDRIA, BRADLEY, 2, 2017, 1802.0761909484863, 1397
DAWN, YUAN, 2, 2017, 1799.4799919128418, 1402
FERNANDO, COLLINS, 2, 2017, 1799.0372886657715, 1403
THOMAS, LOPEZ, 2, 2017, 1799.0372886657715, 1403
MAURICE, NARA, 2, 2017, 1797.9299914836884, 1405
RUTH, RANA, 2, 2017, 1797.9299914836884, 1405
MARIO, SHEN, 2, 2017, 1797.4599900245667, 1407
TOMMY, GOEL, 2, 2017, 1797.268391609192, 1408
JOE, ASHE, 2, 2017, 1796.1534881591797, 1409
RODNEY, TORRES, 2, 2017, 1796.1534881591797, 1409
VICTORIA, MORGAN, 2, 2017, 1796.1534881591797, 1409
BRIANNA, ROGERS, 2, 2017, 1796.1534881591797, 1409
GABRIELLA, COOPER, 2, 2017, 1796.1534881591797, 1409
CHAD, DENG, 2, 2017, 1796.1534881591797, 1409
GABRIELLA, PETERSON, 2, 2017, 1796.1534881591797, 1409
TRISHA, WU, 2, 2017, 1796.1534881591797, 1409
GIRALDO, SANDOVAL, 2, 2017, 1796.1534881591797, 1409
IAN, BRYANT, 2, 2017, 1796.1534881591797, 1409
MANUEL, PRASAD, 2, 2017, 1793.9399914741516, 1419
JAKE, ZHENG, 2, 2017, 1793.9399914741516, 1419
RUBEN, SAI, 2, 2017, 1793.9399914741516, 1419
SYDNEY, WARD, 2, 2017, 1793.9399914741516, 1419
BETH, SERRANO, 2, 2017, 1792.5941891670227, 1423
AIMEE, ZHENG, 2, 2017, 1792.5941891670227, 1423
JOHNATHAN, PATEL, 2, 2017, 1792.5941891670227, 1423
JILL, DIAZ, 2, 2017, 1792.5941891670227, 1423
JARED, STEWART, 2, 2017, 1792.5941891670227, 1423
RICARDO, RAJE, 2, 2017, 1789.9699935913086, 1428
JESSICA, BELL, 2, 2017, 1789.9699935913086, 1428
BLAKE, BARNES, 2, 2017, 1788.6241912841797, 1430
BRITTNEY, SHE, 2, 2017, 1788.6241912841797, 1430
VICTORIA, HUGHES, 2, 2017, 1788.604189157486, 1432
EBONY, PRASAD, 2, 2017, 1788.604189157486, 1432
ARTHUR, WILSON, 2, 2017, 1788.604189157486, 1432
KAITLYN, TORRES, 2, 2017, 1784.047290802002, 1435
TAMARA, SHEN, 2, 2017, 1783.9399909973145, 1436
ALYSSA, THOMPSON, 2, 2017, 1783.0761909484863, 1437
JEROME, DOMINGUEZ, 2, 2017, 1783.0761909484863, 1437
JEREMIAH, THOMAS, 2, 2017, 1783.0761909484863, 1437
BENJAMIN, HUGHES, 2, 2017, 1783.0761909484863, 1437
ANNA, STEWART, 2, 2017, 1782.9399909973145, 1441
LAUREN, WOOD, 2, 2017, 1782.701488494873, 1442
CLARENCE, JAI, 2, 2017, 1782.701488494873, 1442
ALYSSA, COOK, 2, 2017, 1782.701488494873, 1442
BENJAMIN, GARCIA, 2, 2017, 1782.701488494873, 1442
GABRIELLE, GRIFFIN, 2, 2017, 1781.7303886413574, 1446
ASHLEY, GARCIA, 2, 2017, 1780.9125928878784, 1447
OLIVIA, WASHINGTON, 2, 2017, 1778.2499895095825, 1448
CONNOR, SIMMONS, 2, 2017, 1777.0172882080078, 1449
DANA, JIMÉNEZ, 2, 2017, 1776.0461883544922, 1450
JOSEPH, WALKER, 2, 2017, 1775.9599895477295, 1451
DEANNA, SAI, 2, 2017, 1774.9898900985718, 1452
HAILEY, WOOD, 2, 2017, 1774.849989414215, 1453
ADRIAN, SANDERS, 2, 2017, 1772.2683925628662, 1454
GILBERT, ZHOU, 2, 2017, 1772.2683925628662, 1454
CYNTHIA, FERNANDEZ, 2, 2017, 1772.2683925628662, 1454
LORI, GILL, 2, 2017, 1772.2683925628662, 1454
WARREN, CHOW, 2, 2017, 1772.2683925628662, 1454
MEGAN, DIAZ, 2, 2017, 1772.2683925628662, 1454
CRYSTAL, YANG, 2, 2017, 1772.2683925628662, 1454
RICHARD, WOOD, 2, 2017, 1772.2683925628662, 1454
WARREN, WANG, 2, 2017, 1772.2683925628662, 1454
NOAH, TAYLOR, 2, 2017, 1771.5841884613037, 1463
DEREK, SHEN, 2, 2017, 1771.056188583374, 1464
IAN, ROGERS, 2, 2017, 1768.9499917030334, 1465
AMY, GAO, 2, 2017, 1767.6041893959045, 1466
BRENDAN, BECK, 2, 2017, 1767.0372886657715, 1467
CAROLINE, ALEXANDER, 2, 2017, 1767.0372886657715, 1467
GINA, ALVAREZ, 2, 2017, 1766.3456897735596, 1469
CALEB, TURNER, 2, 2017, 1766.3456897735596, 1469
ADAM, LONG, 2, 2017, 1766.3456897735596, 1469
NANCY, SRINI, 2, 2017, 1766.3456897735596, 1469
KRISTINA, SAI, 2, 2017, 1766.3456897735596, 1469
DALTON, ANDERSON, 2, 2017, 1765.819989681244, 1474
STEPHANIE, ROBERTS, 2, 2017, 1763.624192237854, 1475
MACKENZIE, BAILEY, 2, 2017, 1763.5299897193909, 1476
STEPHANIE, RIVERA, 2, 2017, 1763.5299897193909, 1476
JAMIE, MORENO, 2, 2017, 1763.5299897193909, 1476
KELLI, LIU, 2, 2017, 1763.5299897193909, 1476
JERRY, XU, 2, 2017, 1763.5299897193909, 1476
SPENCER, BUTLER, 2, 2017, 1762.9399898052216, 1481
ISABEL, PERRY, 2, 2017, 1759.528091430664, 1482
MELANIE, BLUE, 2, 2017, 1758.9499912261963, 1483
BRANDI, JIMÉNEZ, 2, 2017, 1758.9499897956848, 1484
ALEXIS, THOMPSON, 2, 2017, 1758.9499897956848, 1484
TONYA, KUMAR, 2, 2017, 1758.9499897956848, 1484
CALEB, SHARMA, 2, 2017, 1758.9499897956848, 1484
DIANA, ALONSO, 2, 2017, 1758.9499897956848, 1484
MIRANDA, DIAZ, 2, 2017, 1758.9499897956848, 1484
PAMELA, MADAN, 2, 2017, 1758.1822891235352, 1490
HAILEY, MURPHY, 2, 2017, 1758.1822891235352, 1490
JORGE, SUN, 2, 2017, 1758.1822891235352, 1490
TONI, ARUN, 2, 2017, 1758.0472888946533, 1493
EVAN, CARTER, 2, 2017, 1758.0472888946533, 1493
BRITTNEY, GUO, 2, 2017, 1757.8399896621704, 1495
KRISTI, HERNANDEZ, 2, 2017, 1757.8399896621704, 1495
CEDRIC, XIE, 2, 2017, 1757.7014894485474, 1497
SANDRA, GUO, 2, 2017, 1757.7014894485474, 1497
THOMAS, WANG, 2, 2017, 1755.5499897003174, 1499
ANDREA, ALLEN, 2, 2017, 1755.5499897003174, 1499
JULIA, MARTIN, 2, 2017, 1755.5499897003174, 1499
JADE, BROOKS, 2, 2017, 1755.5499897003174, 1499
MORGAN, EVANS, 2, 2017, 1755.5499897003174, 1499
JUSTIN, JONES, 2, 2017, 1754.9799919128418, 1504
DEVON, SHARMA, 2, 2017, 1754.9799919128418, 1504
ANNE, VAZQUEZ, 2, 2017, 1754.9799919128418, 1504
KELLI, ANDERSEN, 2, 2017, 1754.9799919128418, 1504
DARRELL, ANDERSEN, 2, 2017, 1754.9799919128418, 1504
JAMIE, DOMINGUEZ, 2, 2017, 1754.9799919128418, 1504
MACKENZIE, WATSON, 2, 2017, 1754.9799919128418, 1504
KEITH, YUAN, 2, 2017, 1754.9799919128418, 1504
AUSTIN, HUGHES, 2, 2017, 1754.9799919128418, 1504
BYRON, JIMÉNEZ, 2, 2017, 1754.9799919128418, 1504
HUNTER, TURNER, 2, 2017, 1754.9799919128418, 1504
CEDRIC, RAJI, 2, 2017, 1754.9799919128418, 1504
BYRON, ROMERO, 2, 2017, 1754.9799919128418, 1504
JORDAN, POWELL, 2, 2017, 1754.9799919128418, 1504
PHILIP, GUTIERREZ, 2, 2017, 1754.9799919128418, 1504
JESSICA, MORGAN, 2, 2017, 1754.9799919128418, 1504
ALFREDO, SERRANO, 2, 2017, 1754.9799919128418, 1504
ARTURO, LUO, 2, 2017, 1754.9799919128418, 1504
MASON, EVANS, 2, 2017, 1754.9799919128418, 1504
JACQUELINE, TORRES, 2, 2017, 1754.9799919128418, 1504
CAMERON, HAYES, 2, 2017, 1754.9799919128418, 1504
CHRISTINE, GOEL, 2, 2017, 1754.9799919128418, 1504
SETH, GREEN, 2, 2017, 1754.9799919128418, 1504
JENNIFER, PHILLIPS, 2, 2017, 1754.9799919128418, 1504
EMMA, KELLY, 2, 2017, 1754.9799919128418, 1504
EDDIE, TORRES, 2, 2017, 1754.9799919128418, 1504
KAITLYN, BUTLER, 2, 2017, 1754.9799919128418, 1504
MAKAYLA, WATSON, 2, 2017, 1754.9799919128418, 1504
LINDSEY, ANAND, 2, 2017, 1754.9799919128418, 1504
HECTOR, BLANCO, 2, 2017, 1754.959989786148, 1533
ALVIN, BECK, 2, 2017, 1754.959989786148, 1533
MELANIE, BRYANT, 2, 2017, 1754.8825902938843, 1535
ADRIANA, VANCE, 2, 2017, 1753.2683925628662, 1536
VERONICA, ARUN, 2, 2017, 1753.2599897384644, 1537
LARRY, JIMENEZ, 2, 2017, 1751.9225902557373, 1538
ARTHUR, MUNOZ, 2, 2017, 1751.9225902557373, 1538
BARRY, SAI, 2, 2017, 1750.9699897766113, 1540
FELICIA, RUIZ, 2, 2017, 1750.9699897766113, 1540
SHANE, CHANDRA, 2, 2017, 1750.9699897766113, 1540
IAN, CLARK, 2, 2017, 1750.9699897766113, 1540
ELIZABETH, LEWIS, 2, 2017, 1750.9699897766113, 1540
MANDY, HE, 2, 2017, 1750.9699897766113, 1540
CURTIS, CAI, 2, 2017, 1750.9699897766113, 1540
ERIN, HOWARD, 2, 2017, 1749.429988861084, 1547
ANGELA, SÁNCHEZ, 2, 2017, 1749.0572891235352, 1548
NELSON, SERRANO, 2, 2017, 1749.0572891235352, 1548
EVAN, SANCHEZ, 2, 2017, 1749.0572891235352, 1548
KATHERINE, TAYLOR, 2, 2017, 1749.0572891235352, 1548
MEGAN, REED, 2, 2017, 1749.0572891235352, 1548
GARRETT, HOWARD, 2, 2017, 1749.0572891235352, 1548
THOMAS, PERRY, 2, 2017, 1749.0572891235352, 1548
CHLOE, WATSON, 2, 2017, 1749.0572891235352, 1548
TRINITY, COOK, 2, 2017, 1749.0572891235352, 1548
CHASE, BELL, 2, 2017, 1749.0572891235352, 1548
CEDRIC, ZHENG, 2, 2017, 1749.0572891235352, 1548
PATRICIA, MADAN, 2, 2017, 1749.0572891235352, 1548
SOPHIA, HERNANDEZ, 2, 2017, 1749.0572891235352, 1548
DERRICK, SCHMIDT, 2, 2017, 1749.0572891235352, 1548
CODY, RAMIREZ, 2, 2017, 1749.0572891235352, 1548
SIERRA, WRIGHT, 2, 2017, 1749.0572891235352, 1548
KAITLYN, COLEMAN, 2, 2017, 1749.0572891235352, 1548
CARA, SUN, 2, 2017, 1749.0572891235352, 1548
ERIC, LI, 2, 2017, 1749.0572891235352, 1548
LYDIA, ARUN, 2, 2017, 1749.0572891235352, 1548
TIFFANY, SUN, 2, 2017, 1749.0572891235352, 1548
ALEXANDRA, POWELL, 2, 2017, 1749.0572891235352, 1548
LOGAN, CLARK, 2, 2017, 1749.0572891235352, 1548
CASSIDY, PATTERSON, 2, 2017, 1749.0572891235352, 1548
MARCUS, SIMMONS, 2, 2017, 1749.0572891235352, 1548
NATALIE, COLLINS, 2, 2017, 1749.0572891235352, 1548
ALEXANDRA, PRICE, 2, 2017, 1749.0572891235352, 1548
PAIGE, HUGHES, 2, 2017, 1749.0572891235352, 1548
RENEE, RUBIO, 2, 2017, 1749.0572891235352, 1548
OMAR, XU, 2, 2017, 1749.0572891235352, 1548
WYATT, GREEN, 2, 2017, 1749.0572891235352, 1548
RACHAEL, PRASAD, 2, 2017, 1749.0572891235352, 1548
JACQUELINE, HOWARD, 2, 2017, 1749.0572891235352, 1548
HEATHER, ZHAO, 2, 2017, 1748.0861892700195, 1581
SAVANNAH, GONZALEZ, 2, 2017, 1744.8199899196625, 1582
JOHN, MOORE, 2, 2017, 1742.929988861084, 1583
JON, GUO, 2, 2017, 1742.5299899578094, 1584
NEIL, ALVAREZ, 2, 2017, 1738.5399899482727, 1585
MYA, BENNETT, 2, 2017, 1738.5399899482727, 1585
ARTHUR, RODRIGUEZ, 2, 2017, 1738.5199890136719, 1587
MARY, WRIGHT, 2, 2017, 1736.2499899864197, 1588
DEANNA, PRASAD, 2, 2017, 1735.9799919128418, 1589
CYNTHIA, SANCHEZ, 2, 2017, 1735.9799919128418, 1589
MELVIN, GOEL, 2, 2017, 1735.9799919128418, 1589
KELLI, KUMAR, 2, 2017, 1735.9799919128418, 1589
LATASHA, ALVAREZ, 2, 2017, 1735.9799919128418, 1589
FRANCIS, SUAREZ, 2, 2017, 1735.9799919128418, 1589
LUCAS, ADAMS, 2, 2017, 1735.9799919128418, 1589
OMAR, RAJI, 2, 2017, 1735.9799919128418, 1589
DAVID, SHAN, 2, 2017, 1735.9799919128418, 1589
MARSHALL, ZHAO, 2, 2017, 1735.9799919128418, 1589
ABIGAIL, GRIFFIN, 2, 2017, 1735.9799919128418, 1589
CHAD, PAL, 2, 2017, 1735.9799919128418, 1589
WARREN, PAL, 2, 2017, 1735.9799919128418, 1589
CAMERON, RUSSELL, 2, 2017, 1735.9799919128418, 1589
CLIFFORD, WEBER, 2, 2017, 1735.9799919128418, 1589
CAROLINE, PRICE, 2, 2017, 1735.9799919128418, 1589
SETH, BROWN, 2, 2017, 1735.9799919128418, 1589
CHELSEA, GONZALEZ, 2, 2017, 1735.9799919128418, 1589
WYATT, SIMMONS, 2, 2017, 1735.9799919128418, 1589
FRANK, SUAREZ, 2, 2017, 1735.9799919128418, 1589
JACKSON, BUTLER, 2, 2017, 1735.9799919128418, 1589
SEBASTIAN, SANDERS, 2, 2017, 1735.9799919128418, 1589
EDGAR, GONZALEZ, 2, 2017, 1734.634189605713, 1611
ERIC, DIAZ, 2, 2017, 1734.634189605713, 1611
JAKE, ZHANG, 2, 2017, 1734.634189605713, 1611
ASHLEY, FLORES, 2, 2017, 1734.634189605713, 1611
KELLI, CHANDE, 2, 2017, 1734.634189605713, 1611
ABBY, PATEL, 2, 2017, 1734.634189605713, 1611
DESTINY, GRIFFIN, 2, 2017, 1734.634189605713, 1611
ERIC, RUSSELL, 2, 2017, 1734.634189605713, 1611
CODY, COOPER, 2, 2017, 1734.634189605713, 1611
DENNIS, SUN, 2, 2017, 1734.634189605713, 1611
MAURICE, KUMAR, 2, 2017, 1734.634189605713, 1611
MICAH, LIN, 2, 2017, 1734.634189605713, 1611
JOSE, BAKER, 2, 2017, 1734.634189605713, 1611
RACHEL, MORRIS, 2, 2017, 1734.634189605713, 1611
THOMAS, GREEN, 2, 2017, 1734.634189605713, 1611
DEVIN, COLLINS, 2, 2017, 1734.634189605713, 1611
NATALIE, RICHARDSON, 2, 2017, 1734.634189605713, 1611
JENNIFER, BUTLER, 2, 2017, 1734.634189605713, 1611
ALEXIA, GRIFFIN, 2, 2017, 1734.634189605713, 1611
BLAKE, CLARK, 2, 2017, 1734.634189605713, 1611
TERRY, JAI, 2, 2017, 1734.634189605713, 1611
DALTON, WILSON, 2, 2017, 1734.634189605713, 1611
JENNIFER, BAILEY, 2, 2017, 1734.634189605713, 1611
BILLY, SCHMIDT, 2, 2017, 1734.634189605713, 1611
EMMA, ROSS, 2, 2017, 1734.634189605713, 1611
MEGHAN, TORRES, 2, 2017, 1734.634189605713, 1611
DAMIEN, RAJI, 2, 2017, 1734.634189605713, 1611
ISABELLA, ROBERTS, 2, 2017, 1734.634189605713, 1611
BRIANA, ROMERO, 2, 2017, 1734.634189605713, 1611
KRISTEN, ZHENG, 2, 2017, 1734.634189605713, 1611
MEGHAN, ORTEGA, 2, 2017, 1734.634189605713, 1611
JULIE, SHEN, 2, 2017, 1734.634189605713, 1611
JACKSON, YANG, 2, 2017, 1734.634189605713, 1611
JAVIER, GILL, 2, 2017, 1734.634189605713, 1611
ANDREW, DAVIS, 2, 2017, 1734.634189605713, 1611
CARLY, TANG, 2, 2017, 1734.634189605713, 1611
DAVID, WRIGHT, 2, 2017, 1734.634189605713, 1611
CANDICE, WANG, 2, 2017, 1734.634189605713, 1611
MANUEL, SAI, 2, 2017, 1734.634189605713, 1611
ROSS, SARA, 2, 2017, 1734.634189605713, 1611
JILLIAN, SAI, 2, 2017, 1734.634189605713, 1611
RONNIE, WU, 2, 2017, 1734.634189605713, 1611
BLAKE, ADAMS, 2, 2017, 1734.634189605713, 1611
KRISTY, SUAREZ, 2, 2017, 1734.549989938736, 1654
DANNY, ROMERO, 2, 2017, 1730.5599899291992, 1655
JULIA, JENKINS, 2, 2017, 1730.5599899291992, 1655
IAN, PHILLIPS, 2, 2017, 1728.9499893188477, 1657
ANA, ALEXANDER, 2, 2017, 1728.9499893188477, 1657
TERRY, NARA, 2, 2017, 1728.9499893188477, 1657
JONATHAN, HAYES, 2, 2017, 1728.9499893188477, 1657
JORGE, CAI, 2, 2017, 1728.9499893188477, 1657
SHEILA, SANZ, 2, 2017, 1726.9225912094116, 1662
MASON, BLUE, 2, 2017, 1724.5380897521973, 1663
TINA, SARA, 2, 2017, 1723.9599895477295, 1664
DAWN, HE, 2, 2017, 1723.9599895477295, 1664
JAY, MARTINEZ, 2, 2017, 1719.9599895477295, 1666
CHLOE, HALL, 2, 2017, 1718.2783908843994, 1667
ADAM, PARKER, 2, 2017, 1718.2783908843994, 1667
TRISHA, SUN, 2, 2017, 1718.2783908843994, 1667
JOE, GUTIERREZ, 2, 2017, 1718.2783908843994, 1667
GABRIELLA, JAMES, 2, 2017, 1709.9799900054932, 1671
ALEXANDRIA, STEWART, 2, 2017, 1700.989990234375, 1672
ANGELA, COLEMAN, 2, 2017, 1700.989990234375, 1672
ALEX, ROBERTS, 2, 2017, 1700.989990234375, 1672
TAMMY, WEBER, 2, 2017, 1700.989990234375, 1672
NEIL, DOMINGUEZ, 2, 2017, 1700.989990234375, 1672
JOSEPH, JACKSON, 2, 2017, 1700.989990234375, 1672
TASHA, RAI, 2, 2017, 1700.989990234375, 1672
DEBORAH, LAL, 2, 2017, 1700.989990234375, 1672
EVELYN, SUBRAM, 2, 2017, 1700.989990234375, 1672
CAROLYN, PEREZ, 2, 2017, 1700.989990234375, 1672
TRISTAN, FLORES, 2, 2017, 1700.989990234375, 1672
CARA, GAO, 2, 2017, 1700.989990234375, 1672
CESAR, KAPOOR, 2, 2017, 1700.989990234375, 1672
NAOMI, GOMEZ, 2, 2017, 1700.989990234375, 1672
GABRIELLA, WARD, 2, 2017, 1700.989990234375, 1672
TRACY, RAJI, 2, 2017, 1700.989990234375, 1672
RUBEN, PEREZ, 2, 2017, 1700.989990234375, 1672
IVAN, FERNANDEZ, 2, 2017, 1700.989990234375, 1672
CARLA, FERNANDEZ, 2, 2017, 1700.989990234375, 1672
FREDERICK, RODRIGUEZ, 2, 2017, 1700.989990234375, 1672
JORDAN, BRYANT, 2, 2017, 1700.989990234375, 1672
GLENN, LIANG, 2, 2017, 1700.989990234375, 1672
PHILIP, GILL, 2, 2017, 1700.989990234375, 1672
TERRANCE, SARA, 2, 2017, 1700.989990234375, 1672
KRISTI, CHAPMAN, 2, 2017, 1700.989990234375, 1672
MADISON, BARNES, 2, 2017, 1700.989990234375, 1672
MELVIN, LUO, 2, 2017, 1700.989990234375, 1672
NORIMICHI, YONEKURA, 2, 2017, 1700.989990234375, 1672
RUBEN, GONZALEZ, 2, 2017, 1700.989990234375, 1672
LATOYA, TANG, 2, 2017, 1700.989990234375, 1672
DALTON, BARNES, 2, 2017, 1700.989990234375, 1672
KAREN, YANG, 2, 2017, 1700.989990234375, 1672
SETH, WOOD, 2, 2017, 1700.989990234375, 1672
KATELYN, HOWARD, 2, 2017, 1700.989990234375, 1672
WHITNEY, PATEL, 2, 2017, 1700.989990234375, 1672
ANIBAL, SOUSA, 2, 2017, 1700.989990234375, 1672
DAMIEN, PAL, 2, 2017, 1700.989990234375, 1672
MARIA, SCOTT, 2, 2017, 1700.989990234375, 1672
RAYMOND, SRINI, 2, 2017, 1700.989990234375, 1672
ROSA, GUO, 2, 2017, 1700.989990234375, 1672
IAN, ALLEN, 2, 2017, 1700.989990234375, 1672
ROSA, CAI, 2, 2017, 1700.989990234375, 1672
KATELYN, GREEN, 2, 2017, 1700.989990234375, 1672
HALEY, STEWART, 2, 2017, 1700.989990234375, 1672
LOGAN, MARTINEZ, 2, 2017, 1700.989990234375, 1672
MIGUEL, SCOTT, 2, 2017, 1700.989990234375, 1672
DESIREE, GILL, 2, 2017, 1700.989990234375, 1672
SUZANNE, SUN, 2, 2017, 1700.989990234375, 1672
ROY, RAMOS, 2, 2017, 1700.989990234375, 1672
TIMOTHY, PARKER, 2, 2017, 1700.989990234375, 1672
NATASHA, MUNOZ, 2, 2017, 1700.989990234375, 1672
PRESTON, GARCIA, 2, 2017, 1700.989990234375, 1672
LUCAS, WARD, 2, 2017, 1700.989990234375, 1672
STACEY, ZHU, 2, 2017, 1700.989990234375, 1672
EDUARDO, THOMPSON, 2, 2017, 1700.989990234375, 1672
JERRY, LUO, 2, 2017, 1700.989990234375, 1672
BRITTNEY, SUN, 2, 2017, 1654.7899646759033, 1728
JACLYN, NARA, 2, 2017, 1635.8199653625488, 1729
VIRGINIA, GONZALEZ, 2, 2017, 1607.8372631072998, 1730
WENDY, ROMERO, 2, 2017, 1599.8099632263184, 1731
WESLEY, LIANG, 2, 2017, 1494.779868364334, 1732
ALAN, CHEN, 2, 2017, 1417.8767647743225, 1733
Y., YONG, 2, 2017, 1392.4814720153809, 1734
FERNANDO, KING, 2, 2017, 1364.8961753845215, 1735
CAROL, XU, 2, 2017, 1350.9741668701172, 1736
CRAIG, JIMÉNEZ, 2, 2017, 1349.6283645629883, 1737
JUSTIN, HARRIS, 2, 2017, 1346.7899761199951, 1738
SAMUEL, WALKER, 2, 2017, 1343.65767288208, 1739
DENISE, SUBRAM, 2, 2017, 1334.8961734771729, 1740
ARTHUR, WASHINGTON, 2, 2017, 1330.8772735595703, 1741
HEIDI, CHANDRA, 2, 2017, 1329.9061737060547, 1742
NICHOLAS, LEE, 2, 2017, 1329.9061737060547, 1742
DOMINIC, GONZALEZ, 2, 2017, 1329.9061737060547, 1742
NICOLAS, SHARMA, 2, 2017, 1318.4442729949951, 1745
COLLEEN, XIE, 2, 2017, 1317.3299674987793, 1746
CRYSTAL, LIANG, 2, 2017, 1316.877275466919, 1747
GRACE, SIMMONS, 2, 2017, 1316.454174041748, 1748
OLIVIA, TORRES, 2, 2017, 1313.3399772644043, 1749
HEATHER, HUANG, 2, 2017, 1312.4741792678833, 1750
JAMES, JACKSON, 2, 2017, 1311.0122737884521, 1751
SARAH, BUTLER, 2, 2017, 1306.3580741882324, 1752
EVAN, PHILLIPS, 2, 2017, 1305.5799741744995, 1753
NICOLE, WASHINGTON, 2, 2017, 1301.7899761199951, 1754
CHARLES, TAYLOR, 2, 2017, 1301.7899761199951, 1754
LARRY, ALVAREZ, 2, 2017, 1297.799976348877, 1756
DONNA, ANAND, 2, 2017, 1296.9361763000488, 1757
JON, LIU, 2, 2017, 1296.799976348877, 1758
ARTURO, DENG, 2, 2017, 1296.5614738464355, 1759
JAMES, LAL, 2, 2017, 1287.7999744415283, 1760
JILL, MARTINEZ, 2, 2017, 1287.3899745941162, 1761
JESSE, SANCHEZ, 2, 2017, 1287.3899745941162, 1761
RICHARD, GARCIA, 2, 2017, 1287.3899745941162, 1761
MORGAN, GARCIA, 2, 2017, 1287.3899745941162, 1761
EVELYN, GONZALEZ, 2, 2017, 1286.1283779144287, 1765
EBONY, RUIZ, 2, 2017, 1284.689974784851, 1766
DREW, SHARMA, 2, 2017, 1282.3399658203125, 1767
MELISSA, SANDERS, 2, 2017, 1279.2899742126465, 1768
IAN, ALEXANDER, 2, 2017, 1277.799976348877, 1769
CLAUDIA, GAO, 2, 2017, 1276.454174041748, 1770
KELVIN, ZHU, 2, 2017, 1272.8299751281738, 1771
JAIME, SHEN, 2, 2017, 1272.8299751281738, 1771
MIGUEL, LEWIS, 2, 2017, 1271.4641742706299, 1773
JOE, DIAZ, 2, 2017, 1268.8399772644043, 1774
JASMINE, PETERSON, 2, 2017, 1268.8399772644043, 1774
NINA, LAL, 2, 2017, 1268.8399772644043, 1774
FAITH, COLEMAN, 2, 2017, 1268.8399772644043, 1774
ABIGAIL, RICHARDSON, 2, 2017, 1268.8399772644043, 1774
BRANDY, SUBRAM, 2, 2017, 1263.6999740600586, 1779
TRINITY, MORGAN, 2, 2017, 1262.9172744750977, 1780
SPENCER, GRIFFIN, 2, 2017, 1262.9172744750977, 1780
HUNTER, KUMAR, 2, 2017, 1262.9172744750977, 1780
ABIGAIL, THOMPSON, 2, 2017, 1260.0983753204346, 1783
KAYLA, HAYES, 2, 2017, 1260.0983753204346, 1783
JEREMIAH, LOPEZ, 2, 2017, 1260.0983753204346, 1783
REGINALD, GILL, 2, 2017, 1258.7099742889404, 1786
GABRIELLE, PETERSON, 2, 2017, 1258.399974822998, 1787
ABIGAIL, COLEMAN, 2, 2017, 1256.109974861145, 1788
CAROLYN, CHANDRA, 2, 2017, 1251.7999744415283, 1789
ISABELLA, WRIGHT, 2, 2017, 1249.8399772644043, 1790
XAVIER, FLORES, 2, 2017, 1249.8399772644043, 1790
MANDAR, SAMANT, 2, 2017, 1249.8399772644043, 1790
JAY, GONZALEZ, 2, 2017, 1249.8399772644043, 1790
CLARENCE, YE, 2, 2017, 1249.8399772644043, 1790
ABIGAIL, POWELL, 2, 2017, 1248.4941749572754, 1795
ISABEL, BRYANT, 2, 2017, 1248.4941749572754, 1795
JENNA, LOPEZ, 2, 2017, 1248.4941749572754, 1795
JASON, PARKER, 2, 2017, 1248.4941749572754, 1795
MARIA, MURPHY, 2, 2017, 1248.4941749572754, 1795
NATHAN, HILL, 2, 2017, 1248.4941749572754, 1795
RICHARD, RIVERA, 2, 2017, 1248.4941749572754, 1795
